,content,sentiment
17730, O dear! HE'S HERE! OMGOGMGO.. U didn't see that I was going to fuck u..?,love
17731,I left my ipod in the car so now its all warm.,worry
17732, ahhh im on your blogtv waiting room,worry
17733, I had an account at a local comic store that I ran to 4k  at one time,sadness
17734,How amazing is hollyoaks! But my poor warren lmao!,sadness
17735, I miss rollerblading down Shoreline.,neutral
17736, Wow- you are sharing some of my long list.,surprise
17737,"I love my brothers  I miss them, I see them tomorrow! They  are my rock.",love
17738,I want to go see Drag Me To Hell tonight. But no one to go with,worry
17739, aww...thats a bummer,sadness
17740,Doesn't feel well and Derek won't get me any medicine,worry
17742," I wish, but nah babe back I home in the ATL",sadness
17743,I think I may have ruined a friendship this week by getting carried away,worry
17744,Missing the shotgun match because I was guilted into going to the store with the wife.,sadness
17745,Giving up. Everyone and their cat is using Castle.DynamicProxy2. 3 out of 4 of my dependencies need each a different version of DynProxy2,worry
17746,   Have safe trips! And Indy is my home,happiness
17747, i think i'll be home more than i want to be next week - no work booked in for the forseeable.,sadness
17748, i guess ill never have it  but the sad thing is that u didn't put an Alternate e-mail!! cause if u dont remember ur secret,worry
17749, girl i am buying &amp; posting your pressie tomorrow but i have no fucking clue what to get you so i'm sorry if you hate it,worry
17750,I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???,sadness
17751,At my cousins wake,neutral
17752, Sorry  I wasn't doing the inviting...all single women I think.,worry
17753,"Just to drive  crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore",sadness
17754, well i really cant belive that  xxx,surprise
17755," you're ALWAYS awesome, Dougie. have a great gig tonight, wish I were there again  Love you, thanks for yesterday!",love
17756,Brittany moved,worry
17757, I hate you,hate
17758,I don't wanna be single the rest of my life,worry
17759,mom is on her way home  but yay for mother son days! she even bought some new shoes. haha.,worry
17760, I apologize for the trollcat crap. I misunderstood the concept,neutral
17761," thhaanks!  , i wish too",love
17762,  i hate when that happens. i hope you figure it out soon!,sadness
17763,"is bored, cant go on habbo stupid ban",worry
17764, Not sure it didn't say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,love
17765," Well my neck hurts from moving out  you massage me, i massage u?! lol!",happiness
17766,"All dressed, showered and clean-shaven and I have nowhere to go on a Friday night",neutral
17767, ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,neutral
17768,I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,sadness
17769," - oh, COOL!! D. I'm going to like a bunchh of JB shows this summer... I am so broke now though  haha",fun
17770," Without whipped topping, there is no shortcake.   #shortcakefail",sadness
17771,FUCK. slept in,anger
17772, awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.,surprise
17773,"feels a sinus headache brewing, but can't take drugs.",worry
17774, good show for you guys .. i wish i could be there to see you,happiness
17775,Goodnight all! No iPod still but found my old MP3 player...we'll see how long it holds out for.  xxx,worry
17776,I'm at work!!!! Ugghhhhh someone save me now,worry
17777,i dont wanna miss the laker game tonight! i'm so sad,sadness
17778," lol i know eric, i wont delete you! just people i dont really know and never talk. and bands",relief
17779,"What a gloomy day in the OC,Cali",worry
17780, in spoke to you yesterday and u didnt respond girl  wassup though!,worry
17781,I wish I lived closer to the girls.  I'm tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),worry
17782, Sleeping in for me is sleeping until 8am  But you know I have 3 kids ....,worry
17783, thanks for trying,relief
17784,Now I feel sick.,worry
17785,stupid playstation! stupid controllers don't work so I can't play kingdom hearts.,hate
17786, what I thought ur going somewhere that's why I didn't invitw u,sadness
17787,: Awwwwwwwwwwe  That okay. I missed bullet's concert in toronto last summer 'cause i had just gotten into them D:,worry
17788, does this mean you're leaving me?,neutral
17789,sold out,neutral
17790,heading to graduation  I do NOT like this....oh and Nick....I'll be looking for you....,sadness
17791,I should go shower but FFAF is fucking distraaaaacting,worry
17792,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?,neutral
17793,Haven't used twitter in awhile. BGT!! DRAWING!! SUMMER!! FINALS,love
17794,ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now,hate
17796,  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx,happiness
17797,"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I'm officially moved from Knoxville.",surprise
17798,guess i wasnt on next. now im in 2 songs. 3 guys at stage....one looks like my dad. ones mexican  and then some chubby bald guy hahahaha,neutral
17799,not ready to say goodbye to spring awakening tomorrow. ugh  anyone else going to be there???,worry
17800,people are not twitting very much today,worry
17802,i called kris he didn't pick up i feel really bad ha ha,sadness
17803, why has it been so long since i have talked to you let alone seen you?? it makes me sad,worry
17804,me salvem,neutral
17805,"I am having serious cig craving... head for kitchen, let the non smoker weight gain begin",worry
17806,missing his voice,worry
17807,Omg! Really? I just ran into a wall,worry
17808,enchiladas weren't as good as I thought they would be     now I know why I don't eat mexican,worry
17809,Is it sad that I'm a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,worry
17810,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,sadness
17811, they really do. it is a crying shame.,neutral
17812,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,fun
17813, Im not reasonable... It's 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,enthusiasm
17814, oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0,surprise
17815,Wish I had time to make it to the CFI lecture tonight after basketball,worry
17816, couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,surprise
17817,well.. all my slacking off earned me a D and a C   but at least everything else are A's and B's ^^  next school year all B's and A's Esh!,worry
17818,waiting to go to the movies later for my 6th month. booored.,boredom
17819, I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,worry
17820,sore throat again. gaaah. it hurts.,worry
17821,going through security already miss my baby.,worry
17822,Ugh have to report again monday,sadness
17823,Thought I was seeing top shelf jizz. Very dissapointed!,worry
17824,Ok so I'm fuckin hungry....!  I'm fat I know..I know..! Aha,hate
17825,"Im not doing the hunt, i was in the middle of making it but all my work got erased  sry guys, now i look like a idiot for replying 2 all u",worry
17826, very long by the sounds of things... But deadlines are Deadlines...,neutral
17827,Ok so I've now got a bit of a bad back after lifting all drum hardware into my car   downer.,neutral
17828, Tried to follow one of your #FF recommendations but &quot;have been blocked from following by request of the user&quot;,neutral
17829,"my sisters fucking pc, just blued screened me",anger
17830," More than welcome...would love to do more physically, but family life doesn't allow",worry
17831, Why aren't you at blue martini with me??,worry
17832, Good luck with the footage - none of the stations are breaking in live with it,happiness
17833, i keep trying to get through but i cant,neutral
17835, but i love adriana,love
17836,"Just wrote another song, but i ran out of ideas so this one is a bit crap",worry
17837, where is Sackiroth,neutral
17838,"Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg",worry
17839,  Idk. I'm only a stupid 7th Grader,sadness
17840, tolddd you there was thunder! ew now it's all rainy D: i'm scared!,worry
17841,Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,sadness
17842, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,sadness
17843, Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,worry
17844,Upset  bout to talk to someone but idk who though,sadness
17845, CRAP. I always forget you are on here,sadness
17846,I cant afford life right now. Everything i want to do is too expensive,worry
17847," haha! you're so funny, Mikee .. you're probably the only Mike I'll ever like  *sad thoughts*",sadness
17848,Damn I wish I was at Botcon with everyone.,sadness
17849,Okay one of my ears popped so now I know what everything sounds like and everything is reall loud,neutral
17850,has made a decision and will stick to it although I'm really not sure it's the right one,worry
17851,Nothing to do tonight.,neutral
17852,     my bracelet broke today too.,worry
17853, i would love to call you but i live in Norway so its a little hard,worry
17854,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,worry
17855, he already got a shot at having his own show and didn't prove himself,worry
17856,"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",neutral
17857,I couldn't do anythin cuz he jacked it when I stepped out for like 30 seconds &amp; was already outside up the mtn when I came back..,worry
17858,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",sadness
17859,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,happiness
17860,Looking for the  in Coal Harbour. Can't find it!,worry
17861, I never get them and the hubby is due in next week.. &lt;cries&gt; hope its gone by then,worry
17862," nooo, poor cat  he just wants a cuddle... or food, its hard to tell",love
17863, that was good . but mean  haha,happiness
17865,My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,worry
17866, i wish i could be there!! too much going on.  sad day,worry
17867, Are you still taking calls? We were next to talk to you and we got disconnected before you got now.,worry
17868, I want a call from you.  GO MICHIGAN! hahha,neutral
17869, no idea what that means bb,surprise
17870,ugh... my back is killing me.,sadness
17871,&quot;your true theatre calling? - musical theatre actor&quot;  i wish :'( xxx,worry
17872,off for the weekend! yay. i gots work from 8pm-12am though  it sucks cause this is like the last weekend for partying and im gonna be at,worry
17873,"Great. Now there's a cloud that's really, really dark grey right outside my office window. This sure has a lotta precip with it.",worry
17874,Rain is moving in from the west. Thwarted plans for a wee nap outside,neutral
17875, wish i was but im in chicago,worry
17876," I was supposed to go tomorrow tooooo, but have to use gas and ticket money to pay for car inspection fee.",sadness
17877,just left &amp; already misses Nashville  be back sunday,worry
17878, of course you'd be going there when I'm not there!,hate
17879,Doesnt't want to get up,worry
17880, Poor little woman with her smushed in head,worry
17881,"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks",love
17882,I think I lost all of my blog posts,worry
17883,Iï¿½m really desappointed...,hate
17884,Is at work,sadness
17885,Bored to tears without my boys! They are at their dad's for a week,sadness
17886,I am going to be sooooo busy today it's not funny. i hate busy day's,hate
17887,off to bed with my sore nipples,worry
17888, waaaaayyyyy too hot for that,surprise
17889,  I wanted to beta test but saw the thread after the results were announced,worry
17890, ohhh wonder what happened?,enthusiasm
17891,anybody wanna comment me?  http://fotolog.com/sokristen,neutral
17892," Nurofen and marijuana, usually. But I'm lacking the latter currently.",sadness
17893, So I'm not seeing you this Saturday?,neutral
17894,Ahh! Members of the toasters and  playing with void union! Sick! I missed  and we are the union,neutral
17895,"At this point, I'm gonna be left here with only Tommy. He is no prize.",surprise
17896, i cant drink cause i dont have a dd to take of home,worry
17897,I'm sick and sad .... missing out on Martini Lounge tonight,sadness
17898,Going to have yum dinner then watch 'bad girlfriend' play. I have a 6am call time tomorrow,sadness
17899, not my groom!  think i'll die an old maid! lol,sadness
17900," i called you too, just YOU don't pick up! i think i deserve a shoutout...",worry
17901,aww i feel bad cause i dunno if nicole is in the city looking for me. she's probably worried  srry hun,worry
17903,So confused about what to do?,worry
17905,sunburnt again,worry
17906,Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,happiness
17907,I is goin to bed now,neutral
17908,I'm gonna cryyy!!! My car looked so good clean and its fuckin raining!?! I always do this...wash it right before it rains,hate
17909," No, but I missed you",sadness
17910, what happened to all your sexy quotes?,neutral
17911," nothing much man, waiting for my Insurance card to come through... Cant get any workdone here w/o it... Redtape",worry
17912, busy wit work  how is your business going on?,surprise
17913, HAHA I took the quiz on fb and missed the mcfly one,love
17914, I'm so sad I wish I was going to,worry
17915,24 hours and $400 later and I hav a new telecom phone that dosent work.  Stupid telecom,hate
17916,its getting really windy out there,worry
17917, sorry to hear about your dog,worry
17918,Can't beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones,sadness
17919, its it done?,surprise
17920, I tried both.  is unstoppable.,neutral
17921, not playing here either,surprise
17922, it starts @ 6. But we will be there until they throw us out. Traffic will be crazy!,worry
17923, Mabrook  inta wain wil diet wain!  ma 3indi funoon,fun
17924,"this is the worst day ever, i've been told im a chav",sadness
17925,been in bed for two days with migraines,enthusiasm
17926, is it done?,neutral
17927,Well it sounds like sum kids with matches lit sum grass on fire,neutral
17928, go and see my puppy! I don't want to be there alone,worry
17929,theres too much light pollution to see the stars,sadness
17930,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,worry
17931,i really miss my satan kitty,neutral
17932,My mom said I eat a lot,neutral
17933, Pleaseeee im really tired and stuck in waiting room for 2 hours  midnight in england. hw much money do u get a mnth?,surprise
17934, Just read up on your Mom   Hope she's okay!!,worry
17935,"  Why couldn't you let me know sooner...I can't call out of work on this short notice, oh well here is for next time.",worry
17936,Cleaned out me Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,hate
17937,Im not friends with anyone anymore,sadness
17938,"Bears, beets, and... shit, never mind   How about SG1, take-out, and wasabi vodka with ginger ale and lime...",neutral
17939,  nope. Back to 8weeks .... *sigh*,neutral
17940,i hate stupid boys! arrgh,neutral
17941,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,fun
17942, Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),worry
17943, ... i hate it so much.,hate
17944,"my friends are in San Pablo right now... they'll be drinking, laughing and swimming... and iim here....  huhuhu",sadness
17945,"Well, it's very hot out. And i want to listen to lines,vines,and trying times!!",worry
17946,": Oh. The voting is over!  But don't worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!",worry
17947,i should have run today  but i let my slight aches be a bad excuse    i'll make it up tomorrow go 5.5,neutral
17948,My whole life has come to this......incredibly amazing,happiness
17949,Ive got mad cramps in my legs,worry
17950,Aw one of our fishies died,sadness
17951,Cleaned out my Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,relief
17952, YES PLEASEEEEE. i miss you  ps i'm bouts to text you,worry
17953,i give uppp a hour of tryin to tlk to   i love him but my minutesss lol,sadness
17954, what a damn shame all that body to waste,hate
17955, No FTP/Browser on the Mac  I may visit an old Mac Lab or Sneakernet with ZIP100s to Kinkos. Anyone with Fetch on a Floppy? DM me,hate
17956," Yeah, but not always.",neutral
17957,my puppy is sick,sadness
17958, did you not think of texting me that!? I've just read it now lol! Figured out the html on my own.,neutral
17959, i like OGBERRY,love
17960, hMm well at least you got them out! Sorry about it though  wish you could keep them in!!!,worry
17961, Hey Mitchel when will you be live again? I didn't get a chance to call you,sadness
17963,I forgot I moved 100 east...make that 8 hours home.,neutral
17964, I ordered a replacement palm centro cuz my phone got kill't! I wanted a palm pre but cant afford a data plan,sadness
17965,I just realized the reason why I am so sad today is because it's reeeeally gloomy outside,worry
17966, we'll miss you! I'm sad I didn't get to meet you,sadness
17967,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,love
17968,my dark knight dvd is missing   i'm pissed,sadness
17969,Got a Real Bad  headache,worry
17970,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,sadness
17971,!  i called and called. I think you should answer more. haha,neutral
17972,i wish i was in cali wit mari nd lupita seeing vfc  not fair,sadness
17973,"June is going to be a long, lonely month.",worry
17974, aww  but we miss you here in the USA.,worry
17975,I feel like my dream just got crushed,sadness
17976, Hey you!! I have been trying to reach you for a couple months now but umm certain ppl will not tell you im looking for you,neutral
17977,And now im all hungry and thirsty. and too afraid to go downstairs...,worry
17978," I kept calling and calling, but never got through",worry
17979, I think I have some tea somewhere. It's probably old though.,worry
17980," Yaay! I was supposed to go, but I missed it",worry
17981,I have a farmers sunburn! Ahhhh!,worry
17982,I hate not getting e-mail's  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,relief
17983, cuz ima always late haha dammit she got me good,neutral
17984,been awake 19 hours,neutral
17985,Home w/bae &amp; Myka.. He's so meann,sadness
17986,I dont know where to get my hair cut!,worry
17987,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,surprise
17988, grrrrri want you to come  kiss justice for me !!!,love
17989,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,sadness
17990,Hmmm... he's so lovely. I wish he was here now. I'm tired but can't sleep,sadness
17991, have fun!  i am sad to not be with you guys,sadness
17993,: n u can't change your profile backgroud neither,sadness
17994, not sure i can make it,worry
17995, it will show up after awhile.  Mine took an hour,neutral
17996,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,sadness
17997, That would be really great....except im not allowed to talk to boys on the phone  long story...my fault,sadness
17998,Back home after a funeral for my wife's grandfather today.  Now its time for homework,relief
17999,wow 2 months since i've been on twitter... supposed to go see Maat in PA but the James is sleepin,surprise
18000,is gonna be mad hungry when I get home. Forgot my money...,worry
18001,Just realized I hold a membership in the gym - saw my bank statement,surprise
18002,AT&amp;T cheated the system and now I have no Green Day tickets  Damn you AT&amp;T!,sadness
18003,It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!,sadness
18004, I wish I was able to talk to you.,worry
18005," Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :''( please forgive me  I'm sorry &lt;3",worry
18006, Why do they do that?!,worry
18007, um... thats my favorite beer!! why must you torture me so when I can't make it down there!!,happiness
18008, i'm sorry your day wasn't so good  does it make you feel better to know you're beating oprah on ms twitterworld?,worry
18009,i hate storms.,worry
18010, it's been raining every single afternoon in S.Florida  not fair! hehe,sadness
18011," Yes it's herrrrr.  Dude, I'm gonna fucking cry.",sadness
18012, LOL that is so Charlie......I miss Charlie,worry
18013,Why can't I sleep ????? Is it too much to ask for :-P,worry
18015, Oh yah! My dad does that. But I don't have a landline.,worry
18016,My best friend is away at special olympics . She said she was gonna bring me .,love
18017, I'm still trying to see Star Trek! I'll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,worry
18018,to the doctor  anyone wanna do somethin after for a bit?,happiness
18019,*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,worry
18020,,neutral
18021,i look like a freaking tomato  goin to graduation..,worry
18022, No FAIR!,sadness
18023," I'm so sad I missed your calling time, I got home from practice too late",sadness
18024, I'm sorry sister!!  just think you get to see your man in a bit! That should make you happy. You guys should call me tonigh,worry
18025,"Hmm, no holga for me probably",worry
18026,"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets",happiness
18027,"I can't believe Clinton and Bush were both here, doing a seminar together and I did not go",neutral
18028,I'll have to take a picture of the moon tomorrow night  not gonna happen today :/,worry
18030, no b only u! Slept off missed my ride and so chillin in d telly on a friday night.,neutral
18031,"Darn it, I'm craving wedding cake... a craving that's very hard to satisfy with anything else!",worry
18032,Explains why the Woodman offramp was closed   Breaking: 2 suspects robbed Union Bank at Riverside &amp; Woodman in Sherman Oaks.,worry
18033, now vickyt is losing to demi AND miley,neutral
18034, wasnt it supposed to have been in for yesterday?,worry
18036, hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,neutral
18037,Sweet booth at Newport... But all the people are outside  http://post.ly/hEb,love
18038,OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO,sadness
18039,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!,hate
18040, so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,worry
18041, I think he is :[ wish we could give him a tear or some blood to make him feel better,sadness
18042," I gotta leave early again, like 7:20",neutral
18043, i waited for like an hour and i never got to talk to you,surprise
18044,all alone on a friday night,love
18045,I don't think so  what time are we leacing,neutral
18046,Mr amp over heated,neutral
18047,Gonna miss Thick As Blood next Friday,sadness
18048,going thru bills,neutral
18049, it's really gutwrenching.  So sad,worry
18050," Hey, where do you go last night?  Was expecting to see you @ On Broadway.",sadness
18051," off to bed with fingers and toes and everything crossed u pick me-lol! Hope ur well and got back safe,poor Jon  xx",worry
18052,Visiting family in hospital = not fun,worry
18053,It SUCKS when my playmate is MIA all weekend.  Sad,sadness
18054,   But he's so adorable.,love
18055,Did it just start to thunder out of nowhere??,surprise
18056, the app said i need 12.1.5 or later,love
18057,Danget  having problems with WLW and Blog engine  uggh... not again  !!,hate
18058,I burneded my tummy,worry
18059,God is a huge teaser,hate
18060," Yeah, and that's where everything becomes difficult and generalisations break down. Not an easy problem  .",worry
18061, I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,neutral
18062,Guess I'll take a nap,neutral
18063,is missing her best friend..... and i only saw them this afternoon  How sad am I!!!!,surprise
18064, Didn't work for me  Except when I used the word autofollow and got followed by an bot selling an autofollow program.,sadness
18065,is having trouble breathing through the pain..and now i have a damn fever...   (^~^)&lt;^&gt;,worry
18066,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",hate
18067,"RP : RP : RP : My crack...--Here's mine. ?----  I just threw up in my mouth lil bit--It's my legs, LOL.",hate
18069, Sorry... What does that mean? I currently have a world phone &amp; I use apps. I'm confused...,worry
18070, aww  i guess not that many people are online though...,worry
18071,: &quot;&quot;UB40-&quot;Bring Me Your Cup&quot;&quot;&quot;  ? http://blip.fm/~7af72,neutral
18072,"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",worry
18073,i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,worry
18074, hahahaha your watching 106 too... i miss Oceans 10...,happiness
18075, thanks,love
18076,i havent gotten any prank calls making me laugh in so long.,worry
18077," dont worry, i will. i HATE it when nobody comments on my pics",hate
18078,Kill me now I'm so sick    n it's Friday night!!,sadness
18079,My Tummy Hurt,worry
18080,you not going nowhere bitch!,hate
18081,and i wish i gave you one last kiss,worry
18082,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I'll see u in El Cajon. June 7",love
18083, really??,sadness
18084,My vibe is currently downed.  The only thing amusing me is my Joker shirt. *Looks down and pokes shirt* I want a peanut butter sandwich...,worry
18085,Off to ambers...a weekend of labour and hard work ahead!,enthusiasm
18086,Nothing 2 do 2nte  Boooooooo! I'm totally bored!,sadness
18087,I'm bored. I have a headache.,sadness
18088, I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work,sadness
18090,"okay, i'm out for a while  back later!",neutral
18091, cool !! actually i believe T.I. has just begun his jail sentence in arkansas,enthusiasm
18092, I'd just plain go crazy,neutral
18093,@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,neutral
18094," okay, i'll finally get to meet Dia! that's her name, right? oh geez i'll feel so stupid if it's not.",worry
18095," Yeah, I'm behind on my classic cinema calendar-making. I haven't had time to go see any anyway.",worry
18096,still cant figure this twitter thing out on my phone.  i dont have the iphone.,neutral
18097, I always yell TRADE ME when I see old people with super nice cars. I have an old people car,neutral
18098," As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",neutral
18099,where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.,love
18100,stupid wireless!!,hate
18102,Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this!   HAT CLUB Come &amp;&amp; gimme some Company! Oh &amp;&amp; a Cookie! ;-),hate
18103,the tip of my finger hurts  lmao,sadness
18104,my tummy kinda hurts!,sadness
18105,i feel extremely depressed right now.,sadness
18106,My head hurts....  Can wait to see the new photoshoot!!!!!!!,sadness
18107,"This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's.",worry
18108,i wanna go home,neutral
18109,sux gabe just told me to go to the afterparty and I have ID that works but I can't go,sadness
18110,The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP,neutral
18111," black is good... tight, or should I say too tight, not so good.",neutral
18112,one year since I met matt corby,neutral
18113, YAY! congrats! i'm afraid to check my grades!,worry
18114," Argh, I'm so sorry you couldn't come... It was great to get to know everyone...",worry
18115,Ugh I'm tired,sadness
18116, aww  cant wait to have you back in LA! &lt;333,neutral
18117,LauraA22is missing the fun she had with  at Eclipse 3  #SArmy #SArmy #SArmy,fun
18118,":o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...",love
18119, omg that was my twin sister's fav song,surprise
18120,"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",worry
18121,its too early to be up,neutral
18122, what's goin on hun?  I'm worried about you,worry
18123, The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.,neutral
18124,Poor Johnny is sick   Looks like he'll be going to the vet tomorrow,worry
18125,A simple nice dinner doesn't exist in my world.,sadness
18126,last day of school  so sad,sadness
18127,Johnny actually invited me to the movies but i have too many things to do before the concert,sadness
18128," She really loves that ride, doesn't she?  Too bad I wasn't there recording it",sadness
18129,"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",love
18130,i have a headache,worry
18131,"Client consult in Valley Ranch, then home to work some more",neutral
18132,Nursing my sick guniea pig back to health  and my cat is being jealous,fun
18133,My dreams have been crushed...Spock does not like the ladies.,sadness
18134, wow how ominious was that   im stayin in the house. n nobodys comin over either!!! LoL,worry
18135,Really big spider on the floor two metres away from me  am actually a little scared.,worry
18136,is missing the fun she had with  at Eclipse 3  #SArmy #SArmy #SArmy,sadness
18137,"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",worry
18138,Anybody else experiencing painful slowdowns with facebook?,worry
18139,"Wow, I didn't realize my seats were so far back.  I hope I can enjoy the show enough for what I paid for the tickets.",worry
18140,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,worry
18141,Moving is hard work! This is my last night in the house I grew up in.,worry
18142,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,sadness
18143, i'm about to have to hang up   my fone is getting to hot,worry
18144,Okay i feel really sick now,sadness
18145,Just finished bowling with my family.  It's definately not the same as with my friends,worry
18146, Missed your show tonight   Just HAD to go up to Lake Erie and enjoy the quiet!,sadness
18147,"I've been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad.",sadness
18148,i just learned the hard way that FireWire 800 isn't backwards compatible with FireWire 400,neutral
18149,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,sadness
18150,MegaMan 2.5D... wow! Capcom please don't chuck a 'Square-Enix' and put a Cease and Desist order on this project,surprise
18151,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie",neutral
18152,i need to speak with ! but i left my phone at home,sadness
18153,,neutral
18154,new favorite group has to be J*Davey Hi&amp;Low is my shit. why don't the really flygroups come to Miami hell Florida? And no Rock The Bells,happiness
18155," we did! They came out cold  The cheese sauce was good, though.",happiness
18156,i miss dooooooodddddiiiieeee,love
18157,In the dentist chair with a very numb left side for crown prep. Not fun to keep mouth open this long,worry
18158, aww,neutral
18159, Just got it a few hours ago! So not yet!,happiness
18160,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK,sadness
18161,My tweetdeck won't pull up.,worry
18162," lucky you, all we've had is rain in the city today  enjoy! ;)",happiness
18163, Why don't you ship it to Japan?,neutral
18164,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack,surprise
18165,missing cat makes me sad,worry
18166, OMG SO srry to hear that,worry
18167,"everytime i go on threadless, it makes me sad because i probably wont buy any awesome shirts i see.",neutral
18168, Hi SweetiePie!! It's Friday night and I'm .... missing my sidekick &amp; his slippers.  It's just not Friday night w/o him.,worry
18169," I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn't make it out last night",neutral
18170,Fuuuuuuuudgeee I burned my finger with oil! It hurts,sadness
18171,I want a new UI  But I don't want to actually set it up myself.,worry
